"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
8840,"Ultimate Board Game Collection","Wii","2007","Misc","Xplosiv",0.14,0,0,0.01,0.15
8841,"Syndicate","PS3","2012","Shooter","EA Games",0.07,0.06,0,0.02,0.15
8842,"Samurai Shodown Anthology","PS2","2008","Fighting","Ignition Entertainment",0.07,0.06,0,0.02,0.15
8843,"NBA 09: The Inside","PS3","2008","Sports","Sony Computer Entertainment",0.14,0,0,0.01,0.15
8844,"Musashi: Samurai Legend","PS2","2005","Role-Playing","Atari",0.07,0.06,0,0.02,0.15
8845,"Saint Seiya: Soldiers' Soul","PS4","2015","Fighting","Namco Bandai Games",0,0.09,0.04,0.02,0.15
8846,"Terraria","PC","2011","Action","Unknown",0,0.13,0,0.02,0.15
8848,"3rd Super Robot Wars Z: Tengoku-Hen","PS3","2015","Action","Namco Bandai Games",0,0,0.15,0,0.15
8849,"Fantasia: Music Evolved","XOne","2014","Misc","Disney Interactive Studios",0.11,0.03,0,0.01,0.15
8851,"F1 2001","PS2","2001","Racing","Electronic Arts",0.07,0.06,0,0.02,0.15
8853,"Top Gun: Combat Zones","GC","2002","Simulation","Titus",0.12,0.03,0,0,0.15
8854,"J-League Victory Goal","SAT","1995","Sports","Sega",0,0,0.15,0,0.15
8860,"History Civil War: Secret Missions","PS2","2008","Shooter","Activision",0.07,0.06,0,0.02,0.15
8861,"NHL 09","PS2","2008","Sports","Electronic Arts",0.07,0.06,0,0.02,0.15
8862,"Mirror's Edge Catalyst","XOne","2016","Platform","Electronic Arts",0.08,0.05,0,0.02,0.15
8863,"Derby Stallion 64","N64","2001","Sports","Media Factory",0,0,0.15,0,0.15
8864,"Doraemon 3: Nobi Dai no Machi SOS!","N64","2000","Platform","Epoch",0,0,0.09,0.06,0.15
8865,"Space Station Silicon Valley","N64","1997","Adventure","Take-Two Interactive",0.12,0.03,0,0,0.15
8866,"Dark Rift","N64","1997","Fighting","Vic Tokai",0.12,0.03,0,0,0.15
8868,"All-Star Baseball 2003","GC","2002","Sports","Acclaim Entertainment",0.12,0.03,0,0,0.15
8869,"Burger Island","Wii","2009","Action","Destineer",0.14,0,0,0.01,0.15
8871,"T'ai Fu: Wrath of the Tiger","PS","1998","Action","Activision",0.08,0.06,0,0.01,0.15
8872,"Rocky","XB","2002","Fighting","Rage Software",0.11,0.03,0,0.01,0.15
8873,"Ford Racing 2","XB","2003","Racing","Empire Interactive",0.11,0.03,0,0.01,0.15
8875,"Sam & Max: Season One","Wii","2008","Adventure","JoWood Productions",0.13,0.01,0,0.01,0.15
8876,"Virtua Tennis 4","Wii","2011","Sports","Sega",0.05,0.08,0,0.02,0.15
8877,"Tetris Attack","SNES","1995","Puzzle","Nintendo",0,0,0.15,0,0.15
8878,"Candace Kane's Candy Factory","Wii","2008","Action","Destineer",0.14,0,0,0.01,0.15
8879,"BloodRayne 2","XB","2004","Shooter","THQ",0.11,0.03,0,0.01,0.15
8880,"Hot Wheels: Beat That!","Wii","2007","Racing","Activision",0.13,0,0,0.01,0.15
8881,"Soldier of Fortune: Payback","PS3","2007","Shooter","Activision",0.12,0.02,0,0.01,0.15
8882,"Jaws Unleashed","XB","2006","Action","THQ",0.11,0.03,0,0.01,0.15
8883,"Pro Yaky? Spirits 6","PS3","2009","Sports","Konami Digital Entertainment",0,0,0.15,0,0.15
8884,"Star Trek: Voyager Elite Force","PS2","2001","Shooter","Codemasters",0.07,0.06,0,0.02,0.15
8885,"X-Men: The Official Game","GC","2006","Action","Activision",0.12,0.03,0,0,0.15
8887,"Scarface: The World is Yours","Wii","2007","Action","Vivendi Games",0.12,0.01,0,0.01,0.15
8888,"Rock Band: Metal Track Pack","X360","2009","Misc","MTV Games",0.14,0,0,0.01,0.15
8889,"Chessmaster II","PS","1998","Strategy","Mindscape",0.08,0.06,0,0.01,0.15
8891,"Scooby-Doo! Mystery Mayhem","XB","2004","Action","THQ",0.11,0.03,0,0.01,0.15
8892,"Winning Post 4","PS","1999","Sports","Tecmo Koei",0,0,0.14,0.01,0.15
8893,"Major League Baseball 2K13","PS3","2013","Sports","Take-Two Interactive",0.14,0,0,0.01,0.15
8894,"DreamWorks Super Star Kartz","Wii","2011","Racing","Activision",0.1,0.04,0,0.01,0.15
8895,"Pro Baseball Spirits 2015","PS3","2015","Action","Konami Digital Entertainment",0,0,0.15,0,0.15
8896,"187: Ride or Die","PS2","2005","Racing","Ubisoft",0.07,0.06,0,0.02,0.15
8897,"Curious George","GC","2006","Action","Namco Bandai Games",0.11,0.03,0,0,0.15
8899,"Armored Core: For Answer","X360","2008","Simulation","Ubisoft",0.06,0.01,0.07,0.01,0.15
8900,"Geist","GC","2005","Adventure","Nintendo",0.11,0.03,0,0,0.15
8901,"eJay Clubworld","PS2","N/A","Misc","Empire Interactive",0.07,0.06,0,0.02,0.15
8902,"Cardinal Syn","PS","1998","Fighting","Sony Computer Entertainment",0.08,0.06,0,0.01,0.15
8903,"Charm Girls Club: Pajama Party","Wii","2009","Misc","Electronic Arts",0.14,0,0,0.01,0.15
8906,"Mobile Suit Gundam Side Story III: Sabakareshi Mono","SAT","1997","Shooter","Namco Bandai Games",0,0,0.15,0,0.15
8908,"Warriors Orochi 3","PS4","2014","Action","Tecmo Koei",0.04,0.05,0.04,0.02,0.15
8909,"Nancy Drew: The White Wolf of Icicle Creek","Wii","2008","Adventure","Sega",0.14,0,0,0.01,0.15
8910,"Super Street Fighter II","GEN","1993","Fighting","Capcom",0,0,0.15,0,0.15
8911,"Metal Gear Solid: Peace Walker HD Edition","PS3","2011","Action","Konami Digital Entertainment",0,0,0.15,0,0.15
8912,"Battle Stadium D.O.N","PS2","2006","Fighting","Namco Bandai Games",0,0,0.15,0,0.15
8913,"No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!","PS","2000","Sports","Konami Digital Entertainment",0,0,0.14,0.01,0.15
8916,"Rubik's World","Wii","2008","Puzzle","Game Factory",0.13,0.01,0,0.01,0.15
8917,"Gallop & Ride!","Wii","2008","Sports","THQ",0.14,0,0,0.01,0.15
8918,"Shenmue II","DC","2001","Adventure","Sega",0,0,0.15,0,0.15
8919,"Major League Baseball 2K8","PS2","2008","Sports","Bethesda Softworks",0.07,0.06,0,0.02,0.15
8920,"Capcom Classics Collection","XB","2005","Misc","Capcom",0.11,0.03,0,0.01,0.15
8921,"Fugitive Hunter: War on Terror","PS2","2003","Shooter","Play It",0.07,0.06,0,0.02,0.15
8922,"The Incredible Hulk: Ultimate Destruction","GC","2005","Action","Vivendi Games",0.11,0.03,0,0,0.15
8923,"Prince of Persia: The Two Thrones","GC","2005","Action","Ubisoft",0.11,0.03,0,0,0.15
8925,"Baseball Blast!","Wii","2009","Sports","Take-Two Interactive",0.14,0,0,0.01,0.15
8926,"Pac-Man World 3","XB","2005","Platform","Namco Bandai Games",0.11,0.04,0,0.01,0.15
8929,"Phantasy Star Online Episode I & II","XB","2003","Role-Playing","Sega",0.11,0.03,0,0.01,0.15
8930,"F1 2012","PC","2012","Racing","Codemasters",0.01,0.11,0,0.03,0.15
8931,"All-Star Baseball 2005","XB","N/A","Sports","Unknown",0.11,0.03,0,0.01,0.15
8933,"Kung-Fu: High Impact","X360","2011","Action","Black Bean Games",0.08,0.06,0,0.01,0.15
8936,"NHL 2K10","X360","2009","Sports","Take-Two Interactive",0.11,0.02,0,0.01,0.15
8937,"Batman Begins","GC","2005","Action","Electronic Arts",0.11,0.03,0,0,0.15
8938,"Toy Story Racer","PS","2001","Racing","Activision",0.08,0.06,0,0.01,0.15
8939,"Yakuza: Ishin","PS4","2014","Action","Sega",0,0,0.15,0,0.15
8941,"Disney's Donald Duck: Goin' Quackers","PS","2000","Platform","Ubisoft",0.08,0.06,0,0.01,0.15
8942,"Mobile Suit Gundam: Perfect One Year War","PS","1997","Strategy","Namco Bandai Games",0,0,0.14,0.01,0.15
8943,"Galerians","PS","1999","Adventure","Crave Entertainment",0.08,0.06,0,0.01,0.15
8944,"Crash: Twinsanity","XB","2004","Platform","Vivendi Games",0.11,0.03,0,0.01,0.15
8945,"DrumMania","PS2","2000","Simulation","Konami Digital Entertainment",0,0,0.15,0,0.15
8949,"Deus Ex: Mankind Divided","XOne","2016","Role-Playing","Square Enix",0.08,0.06,0,0.01,0.15
8950,"Arena Football","XB","2006","Sports","Electronic Arts",0.11,0.03,0,0.01,0.15
8954,"Thor: God of Thunder","X360","2011","Action","Sega",0.09,0.04,0,0.01,0.15
8956,"Risen 2: Dark Waters","X360","2012","Role-Playing","Deep Silver",0.05,0.08,0,0.01,0.15
8957,"Blazing Dragons","PS","1996","Adventure","Crystal Dynamics",0.08,0.06,0,0.01,0.15
8959,"Super Monkey Ball Deluxe","XB","2005","Misc","Sega",0.11,0.03,0,0.01,0.15
8960,"Shin Megami Tensei: Devil Summoner - Soul Hackers","PS","1999","Role-Playing","Atlus",0,0,0.14,0.01,0.15
8962,"Alien: Isolation","PC","2014","Shooter","Sega",0,0.13,0,0.01,0.15
8963,"High Velocity Bowling","PS3","2010","Sports","Sony Computer Entertainment",0.13,0,0,0.01,0.15
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout","Wii","2010","Sports","Black Bean Games",0.12,0.02,0,0.01,0.15
8968,"Turbo Prop Racing","PS","1997","Racing","Sony Computer Entertainment",0.08,0.06,0,0.01,0.15
8970,"Tom Clancy's Ghost Recon","GC","2003","Shooter","Ubisoft",0.11,0.03,0,0,0.15
8971,"Dance Dance Revolution (North America)","PS","2001","Simulation","Konami Digital Entertainment",0.08,0.06,0,0.01,0.15
8972,"Bakugan Battle Brawlers: Defenders of the Core","X360","2010","Action","Activision",0.11,0.02,0,0.01,0.15
8973,"Mad Dash Racing","XB","2001","Racing","Eidos Interactive",0.11,0.03,0,0.01,0.15
8976,"MotoGP 2: Ultimate Racing Technology","PS2","2001","Racing","Sony Computer Entertainment",0.07,0.06,0,0.02,0.15
8979,"BMX XXX","PS2","2002","Sports","Acclaim Entertainment",0.07,0.06,0,0.02,0.15
8982,"Dragon Ball Z: Idainaru Dragon Ball Densetsu","SAT","1995","Fighting","Namco Bandai Games",0,0,0.15,0,0.15
8985,"Cars: Mater-National Championship","X360","2007","Racing","THQ",0.13,0,0,0.01,0.15
8986,"Making History: The Great War","Wii","2010","Strategy","Namco Bandai Games",0,0,0.15,0,0.15
8988,"Guilty Gear X2 #Reload","XB","2004","Fighting","Zoo Digital Publishing",0.11,0.03,0,0.01,0.15
8989,"Wizardry VII: Gadeia no Houshu","PS","1995","Role-Playing","Sony Computer Entertainment",0,0,0.14,0.01,0.15
8994,"MLB SlugFest 20-03","GC","2002","Sports","Midway Games",0.11,0.03,0,0,0.15
8996,"Grabbed by the Ghoulies","XB","2003","Action","Microsoft Game Studios",0.11,0.03,0,0.01,0.14
8998,"Shadow Hearts: From The New World","PS2","2005","Role-Playing","Ghostlight",0.07,0.06,0,0.02,0.14
9000,"CSI: 3 Dimensions of Murder","PS2","2007","Adventure","Ubisoft",0.07,0.06,0,0.02,0.14
9001,"Barbarian","PS2","2002","Fighting","Titus",0.07,0.06,0,0.02,0.14
9005,"L.A. Rush","XB","2005","Racing","Midway Games",0.11,0.03,0,0.01,0.14
9006,"Lunar 2: Eternal Blue(sales, but wrong system)","GEN","1994","Role-Playing","Game Arts",0,0,0.14,0,0.14
9008,"Pipe Dreams 3D","PS","2001","Puzzle","Empire Interactive",0.08,0.05,0,0.01,0.14
9012,"Fox Sports Golf '99","PS","1997","Sports","Gremlin Interactive Ltd",0.08,0.05,0,0.01,0.14
9013,"Jurassic: The Hunted","PS2","2009","Shooter","Activision",0.07,0.06,0,0.02,0.14
9014,"Power Rangers: Super Legends","PS2","2007","Action","Disney Interactive Studios",0.07,0.06,0,0.02,0.14
9016,"Shining Force CD","SCD","1994","Strategy","Sega",0,0,0.14,0,0.14
9018,"Fatal Frame","PS2","2001","Action","Wanadoo",0.07,0.06,0,0.02,0.14
9019,"The Fifth Element","PS","1998","Action","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
9020,"Kung Fu Panda 2","Wii","2011","Action","THQ",0.08,0.05,0,0.01,0.14
9023,"Adrenalin Misfits","X360","2010","Racing","Konami Digital Entertainment",0.12,0.02,0,0.01,0.14
9025,"Wild ARMs 4","PS2","2005","Role-Playing","505 Games",0.07,0.06,0,0.02,0.14
9026,"Haunted House","Wii","2010","Action","Atari",0.13,0,0,0.01,0.14
9027,"Ratatouille","GC","2007","Action","THQ",0.11,0.03,0,0,0.14
9028,"G.I. Joe: The Rise of Cobra","PS2","2009","Action","Electronic Arts",0.11,0,0,0.03,0.14
9029,"Casper: Spirit Dimensions","PS2","2001","Platform","TDK Mediactive",0.07,0.05,0,0.02,0.14
9031,"Sengoku Musou 3 Empires","PS3","2011","Action","Tecmo Koei",0,0,0.14,0,0.14
9032,"Dream Pinball 3D","Wii","2008","Misc","SouthPeak Games",0.1,0.03,0,0.01,0.14
9033,"Thunder Truck Rally","PS","1997","Racing","Psygnosis",0.08,0.05,0,0.01,0.14
9034,"Dishonored","XOne","2015","Action","Bethesda Softworks",0.08,0.05,0,0.01,0.14
9037,"Dragon Age: Origins - Ultimate Edition","PC","2010","Role-Playing","Electronic Arts",0,0.12,0,0.02,0.14
9040,"Iron & Blood","PS","1996","Fighting","Acclaim Entertainment",0.08,0.05,0,0.01,0.14
9042,"Pinball Hall of Fame: The Gottlieb Collection","Wii","2006","Misc","System 3 Arcade Software",0.13,0,0,0.01,0.14
9043,"Second Sight","PS2","2004","Adventure","Codemasters",0.07,0.05,0,0.02,0.14
9045,"Monster House","PS2","2006","Adventure","THQ",0.07,0.05,0,0.02,0.14
9046,"Phantom Brave","PS2","2004","Role-Playing","Tecmo Koei",0.07,0.05,0,0.02,0.14
9047,"Just Cause","X360","2006","Action","Eidos Interactive",0.1,0.03,0.01,0.01,0.14
9048,"ArmA II","PC","2009","Shooter","505 Games",0,0.12,0,0.03,0.14
9049,"Championship Motocross 2001 featuring Ricky Carmichael","PS","2001","Racing","THQ",0.08,0.05,0,0.01,0.14
9052,"Doshin the Giant","GC","2002","Simulation","Nintendo",0,0,0.14,0,0.14
9055,"Mojo!","PS2","2003","Puzzle","Mindscape",0.07,0.05,0,0.02,0.14
9056,"Destroy All Humans! Big Willy Unleashed","Wii","2008","Action","THQ",0.13,0,0,0.01,0.14
9057,"Age of Empires: Collector's Edition","PC","2000","Strategy","Ubisoft",0.02,0.1,0,0.02,0.14
9059,"Kamen Rider Ryuki","PS","2002","Action","Namco Bandai Games",0,0,0.13,0.01,0.14
9060,"Front Mission Alternative","PS","1997","Strategy","SquareSoft",0,0,0.13,0.01,0.14
9062,"FIFA Soccer 2005","GC","2004","Sports","Electronic Arts",0.11,0.03,0,0,0.14
9064,"The Orange Box","PC","2007","Shooter","Electronic Arts",0,0.11,0,0.03,0.14
9066,"Victorious Boxers: Revolution","Wii","2007","Fighting","Ubisoft",0.07,0,0.06,0.01,0.14
9067,"Record of Agarest War 2","PS3","2010","Role-Playing","Compile Heart",0.09,0,0.04,0.01,0.14
9068,"SBK 2011: FIM Superbike World Championship","PS3","2011","Racing","Black Bean Games",0.01,0.1,0,0.03,0.14
9069,"Power Stone","DC","1998","Fighting","Eidos Interactive",0,0,0.14,0,0.14
9070,"Jonny Moseley Mad Trix","PS2","2001","Sports","3DO",0.07,0.05,0,0.02,0.14
9074,"MTV Music Generator 3: This Is the Remix","PS2","2004","Misc","Codemasters",0.07,0.05,0,0.02,0.14
9077,"Terminator 3: Rise of the Machines","XB","2003","Action","Atari",0.11,0.03,0,0.01,0.14
9078,"Star Wars: Knights of the Old Republic","PC","2003","Role-Playing","LucasArts",0.01,0.1,0,0.02,0.14
9079,"SSX On Tour","XB","2005","Sports","Electronic Arts",0.11,0.03,0,0.01,0.14
9080,"NCAA College Basketball 2K3","XB","2002","Sports","Sega",0.11,0.03,0,0.01,0.14
9083,"Our House Party!","Wii","N/A","Simulation","Unknown",0.13,0,0,0.01,0.14
9085,"Cranium Kabookii","Wii","2007","Misc","Ubisoft",0.13,0,0,0.01,0.14
9088,"Gundam Breaker 2","PS3","2014","Action","Namco Bandai Games",0,0,0.14,0,0.14
9089,"TRINITY: Souls of Zill O'll","PS3","2010","Role-Playing","Ubisoft Annecy",0.06,0.03,0.03,0.02,0.14
9090,"Mary-Kate and Ashley: Winners Circle","PS","2001","Action","Acclaim Entertainment",0.08,0.05,0,0.01,0.14
9091,"PaRappa The Rapper 2","PS2","2001","Misc","Sony Computer Entertainment",0.07,0.05,0,0.02,0.14
9093,"OutRun 2","XB","2004","Racing","Sega",0.11,0.03,0,0.01,0.14
9094,"Okami","PS3","2012","Action","Capcom",0,0,0.14,0,0.14
9095,"Marvel vs. Capcom 2: New Age of Heroes","DC","2000","Fighting","Virgin Interactive",0,0,0.14,0,0.14
9096,"Hitman: Blood Money","XB","2006","Action","Eidos Interactive",0.11,0.03,0,0.01,0.14
9097,"Soukaigi","PS","1998","Role-Playing","SquareSoft",0,0,0.13,0.01,0.14
9099,"Xevious 3D/G+","PS","1997","Shooter","Sony Computer Entertainment",0.01,0.01,0.11,0.01,0.14
9100,"Pipe Mania","PS2","2008","Puzzle","Empire Interactive",0.07,0.05,0,0.02,0.14
9104,"NFL Blitz 20-03","XB","2002","Sports","Midway Games",0.11,0.03,0,0.01,0.14
9106,"Pirates: The Legend of Black Kat","PS2","2002","Adventure","Electronic Arts",0.07,0.05,0,0.02,0.14
9107,"Fur Fighters: Viggo's Revenge","PS2","2001","Action","Acclaim Entertainment",0.07,0.05,0,0.02,0.14
9108,"Krull","2600","1982","Action","Atari",0.13,0.01,0,0,0.14
9110,"Risen","PC","2009","Role-Playing","Deep Silver",0,0.11,0,0.03,0.14
9113,"The Da Vinci Code","PS2","2006","Action","Take-Two Interactive",0.07,0.05,0,0.02,0.14
9114,"Watch Dogs","WiiU","2014","Action","Ubisoft",0.08,0.05,0,0.01,0.14
9117,"Scooby-Doo! Night of 100 Frights","XB","2003","Platform","THQ",0.11,0.03,0,0.01,0.14
9121,"Dead to Rights","GC","2002","Shooter","Electronic Arts",0.11,0.03,0,0,0.14
9122,"Sphinx and the Cursed Mummy","GC","2003","Action","THQ",0.11,0.03,0,0,0.14
9123,"Cabela's Outdoor Adventures (2009)","PS2","2009","Sports","Activision Value",0.07,0.05,0,0.02,0.14
9124,"T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy","PS","1998","Adventure","Sunsoft",0.08,0.05,0,0.01,0.14
9126,"Destruction Derby Raw","PS","2000","Racing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
9127,"Project V6","PS","1998","Strategy","General Entertainment",0,0,0.13,0.01,0.14
9129,"NFL Head Coach 09","PS3","2008","Sports","Electronic Arts",0.13,0,0,0.01,0.14
9130,"World Tour Soccer 2003","PS2","2002","Sports","Sony Computer Entertainment",0.07,0.05,0,0.02,0.14
9132,"Bravo Air Race","PS","1997","Racing","THQ",0.08,0.05,0,0.01,0.14
9133,"Onimusha Essentials","PS2","2008","Action","Capcom",0.07,0.05,0,0.02,0.14
9134,"Blazing Angels 2: Secret Missions of WWII","X360","2007","Simulation","Ubisoft",0.11,0.02,0,0.01,0.14
9135,"Gundam: The Battle Master","PS","1997","Fighting","Namco Bandai Games",0,0,0.13,0.01,0.14
9136,"Spyro: A Hero's Tail","XB","2004","Platform","Vivendi Games",0.11,0.03,0,0.01,0.14
9138,"Just Cause 3","PC","2015","Action","Square Enix",0.03,0.11,0,0.01,0.14
9139,"Eternal Poison","PS2","2008","Role-Playing","Banpresto",0.07,0.05,0,0.02,0.14
9141,"X-Blades","X360","2009","Action","SouthPeak Games",0.1,0.02,0.02,0.01,0.14
9142,"Gretzky NHL 06","PS2","2005","Sports","Sony Computer Entertainment",0.07,0.05,0,0.02,0.14
9143,"Gungrave: Overdose","PS2","2004","Shooter","Play It",0.07,0.05,0,0.02,0.14
9145,"How to Train Your Dragon","X360","2010","Action","Activision",0.11,0.02,0,0.01,0.14
9146,"Your Shape: Fitness Evolved 2013","WiiU","2012","Action","Ubisoft",0.06,0.07,0,0.01,0.14
9147,"My Fitness Coach: Club","PS3","2011","Sports","Ubisoft",0,0.1,0,0.04,0.14
9148,"NBA ShootOut 2002","PS","2001","Sports","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
9149,"SingStar Vol. 3","PS3","2008","Misc","Sony Computer Entertainment",0,0.11,0,0.03,0.14
9150,"The Granstream Saga","PS","1997","Role-Playing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
9151,"Scene It? Bright Lights! Big Screen!","Wii","2009","Misc","Warner Bros. Interactive Entertainment",0.13,0,0,0.01,0.14
9153,"WCW Backstage Assault","N64","N/A","Action","Unknown",0.11,0.03,0,0,0.14
9154,"Micro Machines 64 Turbo","N64","1999","Racing","Codemasters",0.11,0.03,0,0,0.14
9155,"Bassmasters 2000","N64","1999","Sports","THQ",0.11,0.03,0,0,0.14
9156,"Baldur's Gate: Dark Alliance","GC","2002","Role-Playing","Virgin Interactive",0.11,0.03,0,0,0.14
9157,"Bio FREAKS","N64","1998","Action","GT Interactive",0.11,0.03,0,0,0.14
9158,"Eternal Eyes","PS","1999","Role-Playing","Sunsoft",0.08,0.05,0,0.01,0.14
9160,"Fate/Unlimited Codes","PS2","2008","Fighting","Capcom",0,0,0.14,0,0.14
9162,"The Operative: No One Lives Forever","PS2","2002","Shooter","Electronic Arts",0.07,0.05,0,0.02,0.14
9163,"International Cricket 2010","X360","2010","Sports","Codemasters",0,0.12,0,0.02,0.14
9164,"Epidemic","PS","1995","Shooter","Sony Computer Entertainment",0.02,0.01,0.1,0.01,0.14
9165,"Monster House","GC","2006","Adventure","THQ",0.11,0.03,0,0,0.14
9166,"Dead or Alive 2","DC","2000","Fighting","Acclaim Entertainment",0,0,0.14,0,0.14
9167,"Buck Fever","Wii","2009","Sports","Destineer",0.13,0,0,0.01,0.14
9168,"NCAA Basketball Final Four 97","PS","1997","Sports","Mindscape",0.08,0.05,0,0.01,0.14
9169,"Ecco the Dolphin: Defender of the Future","PS2","2002","Adventure","Sony Computer Entertainment",0.07,0.05,0,0.02,0.14
9170,"Heroes over Europe","X360","2009","Simulation","Ubisoft",0.1,0.03,0,0.01,0.14
9171,"The Bombing Islands","PS","1997","Platform","Kemco",0.08,0.05,0,0.01,0.14
9173,"Bejeweled 3","PS3","N/A","Puzzle","Unknown",0.13,0,0,0.01,0.14
9177,"Godzilla: Save the Earth","XB","2004","Fighting","Atari",0.1,0.03,0,0,0.14
9179,"Eragon","X360","2006","Action","Vivendi Games",0.12,0.01,0,0.01,0.14
9180,"Micro Machines","PS2","2002","Racing","Atari",0.07,0.05,0,0.02,0.14
9181,"Detective Barbie: The Mystery Cruise","PS","1999","Adventure","Mattel Interactive",0.08,0.05,0,0.01,0.14
9183,"Desire","SAT","1997","Adventure","Imadio",0,0,0.14,0,0.14
9184,"Valhalla Knights: Eldar Saga","Wii","2009","Role-Playing","Rising Star Games",0.1,0.01,0.01,0.01,0.14
9185,"Lips: I Love The 80s","X360","2010","Misc","Microsoft Game Studios",0,0.12,0,0.02,0.14
9187,"Frank Thomas Big Hurt Baseball","PS","1996","Sports","Acclaim Entertainment",0.08,0.05,0,0.01,0.14
9190,"Sid Meier's Pirates!","XB","2005","Strategy","Take-Two Interactive",0.11,0.03,0,0.01,0.14
9191,"Enclave","XB","2002","Adventure","Swing! Entertainment",0.11,0.03,0,0.01,0.14
9192,"Bottom of the 9th","PS","1996","Sports","Konami Digital Entertainment",0.08,0.05,0,0.01,0.14
9193,"Pro Yaky? Spirits 2014","PS3","2014","Sports","Konami Digital Entertainment",0,0,0.14,0,0.14
9194,"Dino Crisis 3","XB","2003","Action","Capcom",0.08,0.03,0.03,0,0.14
9197,"NFL Blitz 20-03","GC","2002","Sports","Midway Games",0.11,0.03,0,0,0.14
9198,"The King of Fighters '94 (CD)","NG","1993","Fighting","SNK",0,0,0.14,0,0.14
9199,"The Walking Dead: Season Two","XOne","2014","Adventure","Telltale Games",0.08,0.05,0,0.01,0.14
9201,"The Darkness II","PC","2012","Shooter","Take-Two Interactive",0.1,0.03,0,0.01,0.14
9202,"Create","X360","2010","Action","Electronic Arts",0.1,0.03,0,0.01,0.14
9203,"Karaoke Revolution Glee: Volume 3","X360","2011","Misc","Konami Digital Entertainment",0.13,0,0,0.01,0.14
9204,"Barbie Explorer","PS","2001","Platform","Unknown",0.08,0.05,0,0.01,0.14
9205,"Rango: The Video Game","Wii","2011","Action","Electronic Arts",0.08,0.04,0,0.01,0.14
9206,"Disney's Chicken Little","XB","2005","Platform","Disney Interactive Studios",0.1,0.03,0,0,0.14
9207,"Power Gig: Rise of the SixString","PS3","2010","Misc","Unknown",0.13,0,0,0.01,0.14
9208,"Transformers: Prime","WiiU","2012","Action","Activision",0.09,0.03,0,0.01,0.14
9209,"Agile Warrior F-111X","PS","1995","Simulation","Virgin Interactive",0.08,0.05,0,0.01,0.14
9210,"NCIS","X360","2011","Adventure","Ubisoft",0.1,0.03,0,0.01,0.14
9211,"Jikkyou Powerful Pro Yakyuu Wii","Wii","2007","Sports","Konami Digital Entertainment",0,0,0.14,0,0.14
9213,"Dynasty Warriors 7: Empires","PS3","2012","Action","Ubisoft Annecy",0,0,0.14,0,0.14
9214,"Cabela's African Safari","X360","2006","Sports","Activision Value",0.13,0,0,0.01,0.14
9216,"College Hoops 2K8","PS3","2007","Sports","Take-Two Interactive",0.13,0,0,0.01,0.14
9217,"Super Puzzle Fighter II Turbo","PS","1996","Puzzle","Virgin Interactive",0.08,0.05,0,0.01,0.14
9220,"Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation","GC","2002","Fighting","Namco Bandai Games",0.04,0.01,0.08,0,0.14
9222,"Space Venus starring Morning Musume","PS2","2001","Misc","Sony Music Entertainment",0,0,0.14,0,0.14
9223,"To Heart","PS","1999","Adventure","Aqua Plus",0,0,0.13,0.01,0.14
9225,"Doukyuusei","TG16","1995","Adventure","NEC",0,0,0.14,0,0.14
9226,"RockMan & Forte","SNES","1998","Platform","Capcom",0,0,0.14,0,0.14
9227,"Persona 4: Arena Ultimax","PS3","2014","Fighting","Atlus",0,0.01,0.13,0,0.14
9228,"NBA 2K13","WiiU","2012","Sports","Take-Two Interactive",0.08,0.04,0,0.01,0.14
9229,"Science Papa","Wii","2009","Misc","Activision",0.12,0.01,0,0.01,0.14
9231,"MySims Collection","Wii","2010","Misc","Electronic Arts",0.13,0,0,0.01,0.14
9232,"Cities: Skylines","PC","2015","Simulation","Paradox Interactive",0,0.13,0,0.01,0.14
9235,"FIFA 06 Soccer","GC","2005","Sports","Electronic Arts",0.11,0.03,0,0,0.14
9236,"Rayman Arena","GC","2002","Racing","Ubisoft",0.11,0.03,0,0,0.14
9238,"4x4 EVO 2","GC","2002","Racing","Vivendi Games",0.11,0.03,0,0,0.14
9239,"X-Blades","PS3","2009","Action","SouthPeak Games",0.07,0.03,0.02,0.02,0.14
9240,"Pro Yakyuu Netsu Star 2006","PS2","2006","Sports","Namco Bandai Games",0,0,0.14,0,0.14
9241,"The History Channel: Civil War - A Nation Divided","X360","2006","Shooter","Activision",0.13,0,0,0.01,0.14
9243,"Cyber Sled","PS","1995","Action","Sony Computer Entertainment",0,0,0.13,0.01,0.14
9250,"The Amazing Race","Wii","2010","Misc","Ubisoft",0.13,0,0,0.01,0.14
9252,"Far Cry: Primal","PC","2016","Action","Ubisoft",0.04,0.09,0,0.01,0.14
9253,"Bejeweled 3","X360","N/A","Puzzle","Unknown",0.13,0,0,0.01,0.14
9255,"Dead Rising 2","PC","2010","Action","Capcom",0.1,0.02,0,0.01,0.14
