"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
8952,"Power Pro Kun Pocket 1+2","GBA","2004","Sports","Konami Digital Entertainment",0,0,0.14,0,0.15
8953,"Rayman Origins","3DS","2012","Platform","Ubisoft",0.06,0.08,0,0.01,0.15
8955,"Medal of Honor: Infiltrator","GBA","2003","Shooter","Electronic Arts",0.11,0.04,0,0,0.15
8958,"Geometry Wars: Galaxies","DS","2007","Shooter","Vivendi Games",0.13,0,0,0.01,0.15
8961,"Shin Chan: ¡Aventuras de Cine!","DS","2008","Platform","505 Games",0,0,0.15,0,0.15
8964,"Tamagotchi Collection","DS","2011","Misc","Namco Bandai Games",0,0,0.15,0,0.15
8965,"Pac-Man Party 3D","3DS","2011","Misc","Namco Bandai Games",0.09,0.04,0,0.01,0.15
8967,"Backyard Sports: Sandlot Sluggers","DS","2010","Sports","Atari",0.14,0,0,0.01,0.15
8969,"Barbie Superpack: Secret Agent / Groovy Games","GBA","2005","Misc","Vivendi Games",0.1,0.04,0,0,0.15
8974,"Dreamworks 2-in-1 Party Pack","DS","2010","Misc","Activision",0.14,0,0,0.01,0.15
8975,"Summon Night 5","PSP","2013","Role-Playing","Namco Bandai Games",0,0,0.15,0,0.15
8977,"Black * Rock Shooter: The Game","PSP","2011","Role-Playing","Unknown",0,0,0.15,0,0.15
8978,"Travel Games For Dummies","DS","2008","Misc","Electronic Arts",0.13,0,0,0.01,0.15
8980,"SafeCracker: The Ultimate Puzzle Adventure","DS","2009","Puzzle","The Adventure Company",0.07,0.06,0,0.01,0.15
8981,"Tiger Woods PGA Tour","DS","2004","Sports","Electronic Arts",0.13,0,0,0.01,0.15
8983,"Sonic Advance & Sonic Pinball Party Combo Pack","GBA","2005","Misc","Sega",0.1,0.04,0,0,0.15
8984,"Boktai: The Sun is in Your Hand","GBA","2003","Role-Playing","Konami Digital Entertainment",0.1,0.04,0,0,0.15
8987,"Drawn to Life Collection","DS","2010","Misc","THQ",0.14,0,0,0.01,0.15
8990,"Dynasty Warriors 8: Xtreme Legends","PSV","2013","Action","Tecmo Koei",0.04,0.03,0.05,0.02,0.15
8991,"Moshi Monsters: Katsuma Unleashed","DS","2013","Action","Activision",0,0.13,0,0.02,0.15
8992,"Elf: The Movie","GBA","2004","Action","Crave Entertainment",0.1,0.04,0,0,0.15
8993,"Metal Slug 7","DS","2008","Shooter","Ignition Entertainment",0.13,0,0.01,0.01,0.15
8995,"Tamagotchi no Appare! Niji Venture","DS","2007","Role-Playing","Namco Bandai Games",0,0,0.14,0,0.14
8997,"Ys: The Oath in Felghana","PSP","2010","Role-Playing","Falcom Corporation",0.09,0,0.04,0.01,0.14
8999,"Mega Man Powered Up","PSP","2006","Platform","Capcom",0.12,0.01,0,0.02,0.14
9002,"QuickSpot","DS","2006","Misc","Namco Bandai Games",0.02,0,0.13,0,0.14
9003,"Deception IV: Blood Ties","PSV","2014","Action","Tecmo Koei",0.03,0.03,0.07,0.02,0.14
9004,"Tennis no Oji-Sama: Aim at The Victory!","GBA","2002","Sports","Konami Digital Entertainment",0,0,0.14,0,0.14
9007,"Where the Wild Things Are","DS","2009","Platform","Warner Bros. Interactive Entertainment",0.13,0,0,0.01,0.14
9009,"Derby Stallion Gold","3DS","2014","Sports","Kadokawa Shoten",0,0,0.14,0,0.14
9010,"Adventure Time: Explore the Dungeon Because I Don't Know!","3DS","2013","Action","D3Publisher",0.1,0.03,0,0.01,0.14
9011,"Lost Dimension","PSV","2014","Role-Playing","Nippon Ichi Software",0.07,0.03,0.02,0.03,0.14
9015,"Sakura Wars GB","GB","2000","Adventure","Media Factory",0,0,0.14,0,0.14
9017,"Rayman 3","GBA","2003","Platform","Ubisoft",0.1,0.04,0,0,0.14
9021,"Fast Food Panic","DS","2010","Simulation","Nobilis",0.13,0,0,0.01,0.14
9022,"Diner Dash: Flo on the Go","DS","2009","Puzzle","Zoo Games",0.13,0,0,0.01,0.14
9024,"Okaeri! Chibi-Robo! Happy Richie Oosouji","DS","2009","Adventure","Nintendo",0,0,0.14,0,0.14
9030,"Super Robot Taisen OG Saga: Endless Frontier (JP sales)","DS","2008","Role-Playing","Namco Bandai Games",0,0,0.14,0,0.14
9035,"Klonoa: Empire of Dreams","GBA","2001","Platform","Infogrames",0.1,0.04,0,0,0.14
9036,"G.I. Joe: The Rise of Cobra","PSP","2009","Action","Electronic Arts",0.11,0.02,0,0.02,0.14
9038,"Balloon Pop","DS","2009","Puzzle","UFO Interactive",0.13,0,0,0.01,0.14
9039,"Disney Infinity 2.0: Marvel Super Heroes","PSV","2015","Action","Disney Interactive Studios",0,0.11,0,0.03,0.14
9041,"Asphalt: Urban GT 2","DS","2006","Racing","Ubisoft",0.09,0.04,0,0.01,0.14
9044,"Spider-Man: Edge of Time","DS","2011","Action","Activision",0.12,0.01,0,0.01,0.14
9050,"Kenka Banchou 5: Otoko no Housoku","PSP","2011","Action","Spike",0,0,0.14,0,0.14
9051,"Legend of the Guardians: The Owls of Ga'Hoole","DS","2010","Action","Warner Bros. Interactive Entertainment",0.11,0.02,0,0.01,0.14
9053,"Shrek 2 and Shark Tale 2-in-1 Pack","GBA","2005","Misc","Activision",0.1,0.04,0,0,0.14
9054,"Star Ocean: Blue Sphere","GB","2001","Role-Playing","Enix Corporation",0,0,0.14,0,0.14
9058,"Ford Racing Off Road","PSP","2008","Racing","Xplosiv",0.05,0.08,0,0.02,0.14
9061,"World Championship Poker: Howard Lederer - All In","PSP","2006","Misc","505 Games",0.13,0,0,0.01,0.14
9063,"Cave Story 3D","3DS","2011","Platform","Nippon Ichi Software",0.09,0.03,0.01,0.01,0.14
9065,"Super Dodgeball Brawlers","DS","2008","Sports","Arc System Works",0.13,0,0,0.01,0.14
9071,"Monster Lab","DS","2008","Role-Playing","Eidos Interactive",0.12,0.01,0,0.01,0.14
9072,"Uta no * Prince-Sama: Repeat","PSP","2011","Adventure","Broccoli",0,0,0.14,0,0.14
9073,"Senran Kagura Burst: Guren no Sh?jo-tachi","3DS","2012","Action","Marvelous Entertainment",0,0,0.14,0,0.14
9075,"Cake Mania 3","DS","2009","Simulation","Majesco Entertainment",0.13,0,0,0.01,0.14
9076,".hack//Link","PSP","2010","Role-Playing","Namco Bandai Games",0,0,0.14,0,0.14
9081,"Class of Heroes","PSP","2008","Role-Playing","Acquire",0.06,0,0.08,0.01,0.14
9082,"Yogi Bear: The Video Game","DS","2010","Action","D3Publisher",0.1,0.03,0,0.01,0.14
9084,"The Legend of Heroes II: Prophecy of the Moonlight Witch","PSP","2004","Role-Playing","Namco Bandai Games",0.03,0,0.11,0,0.14
9086,"Hero's Saga Laevatein Tactics","DS","2008","Role-Playing","GungHo",0.13,0,0,0.01,0.14
9087,"Doom","GBA","2001","Shooter","Activision",0.1,0.04,0,0,0.14
9092,"Hexyz Force","PSP","2009","Role-Playing","Atlus",0.07,0,0.06,0.01,0.14
9098,"Naruto Shippuden: Ninja Destiny 3","DS","2006","Fighting","D3Publisher",0,0.01,0.13,0,0.14
9101,"Gretzky NHL 06","PSP","2005","Sports","Sony Computer Entertainment",0.13,0,0,0.01,0.14
9102,"Shonen Jump's Shaman King: Master of Spirits","GBA","2004","Role-Playing","Konami Digital Entertainment",0.1,0.04,0,0,0.14
9103,"PANGYA: Fantasy Golf","PSP","2009","Sports","Takara Tomy",0.09,0,0.04,0.01,0.14
9105,"Sumikko Gurashi: Omise Hajimerundesu","3DS","2015","Action","Nippon Columbia",0,0,0.14,0,0.14
9109,"Yu-Gi-Oh! Monster Capture GB","GB","2000","Role-Playing","Konami Digital Entertainment",0,0,0.14,0,0.14
9111,"Top Spin 3","DS","2008","Action","D3Publisher",0.11,0.02,0,0.01,0.14
9112,"Zapper: One Wicked Cricket!","GBA","2002","Platform","Infogrames",0.1,0.04,0,0,0.14
9115,"Mr. Driller: Drill Spirits","DS","2004","Puzzle","Nintendo",0.08,0,0.05,0.01,0.14
9116,"Arctic Tale","DS","2007","Adventure","Zoo Digital Publishing",0.13,0,0,0.01,0.14
9118,"MX vs. ATV Reflex","DS","2009","Racing","THQ",0.13,0,0,0.01,0.14
9119,"Anno 1701: Dawn of Discovery","DS","2007","Simulation","Touchstone",0.07,0.06,0,0.02,0.14
9120,"Chicken Shoot","DS","2007","Action","Zoo Digital Publishing",0.13,0,0,0.01,0.14
9125,"Naruto RPG 2: Chidori vs Rasengan","DS","2005","Role-Playing","Tomy Corporation",0,0,0.14,0,0.14
9128,"Farming Simulator 2012","3DS","2012","Action","Excalibur Publishing",0,0.12,0,0.02,0.14
9131,"Akiba's Trip","PSP","2011","Adventure","Acquire",0,0,0.14,0,0.14
9137,"¡Shin Chan Flipa en colores!","DS","2007","Platform","505 Games",0,0,0.14,0,0.14
9140,"Lord of the Rings: Tactics","PSP","2005","Strategy","Electronic Arts",0.11,0.02,0,0.02,0.14
9144,"Kidou Senshi Gundam: Shin Gihren no Yabou","PSP","2011","Strategy","Namco Bandai Games",0,0,0.14,0,0.14
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?","PSP","2007","Role-Playing","Nippon Ichi Software",0,0,0.13,0,0.14
9159,"Injustice: Gods Among Us","PSV","2013","Fighting","Warner Bros. Interactive Entertainment",0.11,0.01,0,0.02,0.14
9161,"Atari's Greatest Hits: Volume 1","DS","2010","Misc","Atari",0.13,0,0,0.01,0.14
9172,"Earth Defense Force 2: Invaders from Planet Space","PSP","2011","Action","D3Publisher",0,0,0.14,0,0.14
9174,"Monster Jam","DS","2007","Racing","Activision",0.13,0,0,0.01,0.14
9175,"Robots","DS","2005","Action","Vivendi Games",0.12,0.01,0,0.01,0.14
9176,"Gyakuten Saiban 2","GBA","2002","Action","Capcom",0,0,0.14,0,0.14
9178,"Skylanders Giants","3DS","2012","Action","Activision",0.12,0.01,0,0.01,0.14
9182,"Jim Henson's the Muppets: On With the Show!","GBA","2003","Action","TDK Mediactive",0.1,0.04,0,0,0.14
9186,"Monster Hunter Diary: Poka Poka Airou Village DX","3DS","2015","Action","Capcom",0,0,0.14,0,0.14
9188,"Tim Burton's The Nightmare Before Christmas: The Pumpkin King","GBA","2005","Platform","Disney Interactive Studios",0.1,0.04,0,0,0.14
9189,"Power Pro Kun Pocket 8","DS","2005","Sports","Konami Digital Entertainment",0,0,0.14,0,0.14
9195,"Syberia","DS","2008","Action","Mindscape",0.1,0.02,0,0.01,0.14
9196,"Zoobles! Spring to Life!","DS","2011","Misc","Activision",0.1,0.02,0,0.01,0.14
9200,"Master Jin Jin's IQ Challenge","DS","2006","Misc","505 Games",0.13,0,0,0.01,0.14
9212,"Reality Fighters","PSV","2012","Fighting","Sony Computer Entertainment",0.06,0.06,0,0.03,0.14
9215,"Ben 10 Galactic Racing","DS","2011","Racing","D3Publisher",0.1,0.03,0,0.01,0.14
9218,"Ninjatown","DS","2008","Strategy","SouthPeak Games",0.12,0,0,0.01,0.14
9219,"Star Wars: Jedi Power Battles","GBA","2002","Action","THQ",0.1,0.04,0,0,0.14
9221,"Hard Rock Casino","PSP","2007","Misc","Oxygen Interactive",0.12,0,0,0.01,0.14
9224,"Wild ARMs XF","PSP","2007","Role-Playing","505 Games",0.07,0,0.06,0.01,0.14
9230,"Yu-Gi-Oh! Nightmare Troubadour (JP sales)","DS","2005","Action","Konami Digital Entertainment",0,0.04,0.1,0,0.14
9233,"Football Manager 2012","PSP","2011","Sports","Sega",0,0.1,0,0.04,0.14
9234,"Ape Escape Academy (jp sales)","PSP","2004","Misc","Sony Computer Entertainment",0,0,0.13,0,0.14
9237,"PaRappa The Rapper","PSP","2006","Misc","Sony Computer Entertainment",0.1,0,0.02,0.01,0.14
9242,"Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman","PSP","2010","Role-Playing","Nippon Ichi Software",0.07,0,0.06,0.01,0.14
9244,"Puyo Puyo!! 20th Anniversary","DS","2011","Puzzle","Sega",0,0,0.14,0,0.14
9245,"Famista Returns","3DS","2015","Sports","Namco Bandai Games",0,0,0.14,0,0.14
9246,"Bust-A-Move Deluxe","PSP","2006","Puzzle","505 Games",0.13,0,0,0.01,0.14
9247,"I Spy: Universe","DS","2010","Puzzle","Scholastic Inc.",0.13,0,0,0.01,0.14
9248,"Shining Soul","GBA","2002","Role-Playing","Atari",0.03,0.01,0.09,0,0.14
9249,"Littlest Pet Shop: Spring","DS","2009","Simulation","Electronic Arts",0.12,0,0,0.01,0.14
9251,"Alvin and the Chipmunks","DS","2007","Misc","Brash Entertainment",0.12,0,0,0.01,0.14
9254,"Need for Speed Underground 2","DS","2005","Racing","Electronic Arts",0.11,0.02,0,0.01,0.14
9268,"Fear Factor: Unleashed","GBA","2004","Action","Hip Interactive",0.1,0.04,0,0,0.14
9270,"Vampire Moon: The Mystery of the Hidden Sun","DS","2010","Adventure","City Interactive",0.12,0.01,0,0.01,0.14
9271,"Paws & Claws: Pet Vet 2","DS","2007","Simulation","THQ",0.13,0,0,0.01,0.14
9272,"G.I. Joe: The Rise of Cobra","DS","2009","Action","Electronic Arts",0.11,0.01,0,0.01,0.14
9273,"Football Manager 2014","PSV","2013","Sports","Sega",0,0.1,0,0.04,0.14
9274,"BIT.TRIP SAGA","3DS","2011","Misc","Rising Star Games",0.09,0.04,0,0.01,0.14
9275,"Touch My Katamari","PSV","2011","Puzzle","Namco Bandai Games",0.08,0.04,0,0.02,0.14
9278,"7th Dragon","DS","2009","Role-Playing","Sega",0,0,0.14,0,0.14
9280,"LEGO Island Xtreme Stunts","GBA","2002","Racing","LEGO Media",0.1,0.04,0,0,0.14
9282,"Yu-Gi-Oh! GX: Tag Force","PSP","2006","Strategy","Konami Digital Entertainment",0.09,0.03,0,0.02,0.14
9283,"Gourmet Chef: Cook Your Way to Fame","DS","2008","Misc","Ubisoft",0.13,0,0,0.01,0.14
9284,"Learn Math","DS","2009","Puzzle","DreamCatcher Interactive",0.13,0,0,0.01,0.14
9286,"Magnetica","DS","2006","Puzzle","Nintendo",0.08,0.01,0.03,0.01,0.14
9289,"Hot Wheels: World Race","GBA","2003","Racing","THQ",0.1,0.04,0,0,0.14
9290,"MLB 14: The Show","PSV","2014","Sports","Sony Computer Entertainment America",0.11,0,0,0.02,0.14
9297,"Let's Play Ballerina","DS","2010","Sports","Deep Silver",0.13,0,0,0.01,0.14
9300,"Kamen Rider Battle: Ganbaride","DS","2010","Strategy","Namco Bandai Games",0,0,0.14,0,0.14
9301,"Tomb Raider: The Prophecy","GBA","2002","Action","Ubisoft",0.1,0.04,0,0,0.14
9304,"Open Season","DS","2006","Platform","Ubisoft",0.12,0,0,0.01,0.14
9309,"World Championship Poker 2: Featuring Howard Lederer","PSP","2005","Misc","505 Games",0.12,0,0,0.01,0.14
9312,"Disney's Cinderella: Magical Dreams","GBA","N/A","Platform","Disney Interactive Studios",0.1,0.04,0,0,0.14
9314,"Imagine: Fashion Stylist","DS","2010","Simulation","Ubisoft",0.13,0,0,0.01,0.14
9320,"007: Quantum of Solace","DS","2008","Action","Activision",0.11,0.01,0,0.01,0.14
9324,"Little League World Series Baseball 2009","DS","2009","Sports","Activision",0.13,0,0,0.01,0.14
9327,"Queen's Gate: Spiral Chaos","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.14,0,0.14
9328,"Nayuta no Kiseki","PSP","2012","Action","Nihon Falcom Corporation",0,0,0.14,0,0.14
9329,"Back At The Barnyard: Slop Bucket Games","DS","2008","Sports","THQ",0.12,0,0,0.01,0.14
9330,"Quick Yoga Training","DS","2008","Misc","Ubisoft",0.13,0,0,0.01,0.14
9331,"Fashion Studio: Paris Collection","DS","2009","Misc","Ubisoft",0.13,0,0,0.01,0.13
9337,"James Bond 007: Nightfire","GBA","2003","Shooter","Electronic Arts",0.1,0.04,0,0,0.13
9339,"Medalot 7","3DS","2012","Action","Rocket Company",0,0,0.13,0,0.13
9346,"Bratz","GBA","2002","Platform","Ubisoft",0.1,0.04,0,0,0.13
9354,"Suikoden: Tsumugareshi Hyakunen no Toki","PSP","2012","Role-Playing","Konami Digital Entertainment",0,0,0.13,0,0.13
9355,"Baseball Advance","GBA","2002","Sports","Sega",0.1,0.04,0,0,0.13
9357,"Retro Atari Classics","DS","2005","Misc","Atari",0.12,0,0,0.01,0.13
9360,"Freddi Fish: ABC under the sea","DS","2008","Misc","Atari",0.13,0,0,0.01,0.13
9361,"Puzzle Kingdoms","DS","2009","Puzzle","Zoo Digital Publishing",0.12,0,0,0.01,0.13
9362,"Shovel Knight","3DS","2015","Platform","Yacht Club Games",0.07,0.04,0.01,0.01,0.13
9363,"Hyperdimension Idol Neptunia PP","PSV","2013","Misc","Namco Bandai Games",0.04,0.03,0.04,0.02,0.13
9364,"Paperboy / Rampage","GBA","2005","Misc","Zoo Digital Publishing",0.1,0.04,0,0,0.13
9365,"Shiren the Wanderer 4 - God's Eye and the Demon's Navel","DS","2010","Role-Playing","Spike",0,0,0.13,0,0.13
9366,"Ben 10 Galactic Racing","3DS","2011","Racing","D3Publisher",0.07,0.06,0,0.01,0.13
9376,"Peter Jackson's King Kong: The Official Game of the Movie","DS","2005","Action","Ubisoft",0.12,0,0,0.01,0.13
9377,"Brain Assist","DS","2007","Misc","Sega",0.12,0,0,0.01,0.13
9382,"Bakugan: Battle Trainer","DS","2010","Action","Activision",0.12,0,0,0.01,0.13
9384,"Monster Rancher DS","DS","2008","Role-Playing","Tecmo Koei",0.08,0,0.05,0.01,0.13
9386,"Suite PreCure: Melody Collection","DS","2011","Misc","Namco Bandai Games",0,0,0.13,0,0.13
9390,"Disney's Kim Possible: Kimmunicator","DS","2005","Platform","Disney Interactive Studios",0.11,0.01,0,0.01,0.13
9400,"My Spanish Coach","PSP","2008","Misc","Ubisoft",0.12,0,0,0.01,0.13
9402,"Over the Hedge: Hammy Goes Nuts!","DS","2006","Platform","Activision",0.12,0,0,0.01,0.13
9405,"Ken to Mahou to Gakuen Mono. 3","PSP","2010","Role-Playing","Acquire",0,0,0.13,0,0.13
9408,"Teenage Mutant Ninja Turtles: Danger of the Ooze","3DS","2014","Adventure","Activision",0.08,0.04,0,0.01,0.13
9413,"Pro Baseball Spirits 2015","PSV","2015","Action","Konami Digital Entertainment",0,0,0.13,0,0.13
9415,"Jikkyou Powerful Pro Yakyuu 2011 Ketteiban","PSP","2011","Sports","Konami Digital Entertainment",0,0,0.13,0,0.13
9416,"Tales of the Heroes: Twin Brave","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.13,0,0.13
9417,"WWE Survivor Series","GBA","2004","Fighting","THQ",0.09,0.04,0,0,0.13
9418,"Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2","DS","2006","Action","Sega",0,0,0.13,0,0.13
9419,"Super Robot Wars BX","3DS","2015","Action","Namco Bandai Games",0,0,0.13,0,0.13
9425,"Star Wars: Lethal Alliance","PSP","2006","Action","Ubisoft",0.11,0.01,0,0.01,0.13
9426,"Midnight Mysteries: The Edgar Allan Poe Conspiracy","DS","2010","Adventure","Foreign Media Games",0.08,0.04,0,0.01,0.13
9430,"Resident Evil: Revelations 2","PSV","2015","Action","Capcom",0.01,0.05,0.06,0.01,0.13
9431,"SpongeBob's Surf & Skate Roadtrip","DS","2011","Action","THQ",0.11,0.02,0,0.01,0.13
9435,"Chuck E. Cheese's Game Room","DS","2010","Misc","UFO Interactive",0.12,0,0,0.01,0.13
9436,"Wantame Music Channel: Doko Demo Style","DS","2007","Misc","Capcom",0,0,0.13,0,0.13
9437,"Disney's Winnie the Pooh's Rumbly Tumbly Adventure","GBA","2005","Platform","Ubisoft",0.09,0.03,0,0,0.13
9440,"Attack on Titan (KOEI)","PSV","2016","Action","Tecmo Koei",0,0,0.13,0,0.13
9441,"Soccer Tsuku DS: World Challenge 2010","DS","2010","Sports","Sega",0,0,0.13,0,0.13
9443,"Megamind: The Blue Defender","PSP","2010","Adventure","THQ",0.08,0.03,0,0.02,0.13
9445,"Dead to Rights: Reckoning","PSP","2005","Shooter","Electronic Arts",0.12,0,0,0.01,0.13
9447,"Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan","3DS","2011","Role-Playing","Square Enix",0,0,0.13,0,0.13
9455,"Fire ProWrestling","GBA","2001","Fighting","Spike",0.09,0.03,0,0,0.13
9458,"Naruto Shippuden: Kizuna Drive","PSP","2010","Action","Namco Bandai Games",0.04,0.02,0.05,0.02,0.13
9467,"Disney Princess: Enchanting Storybooks","DS","2011","Misc","THQ",0.08,0.04,0,0.01,0.13
9468,"Sally's Salon","DS","2008","Simulation","Capcom",0.12,0,0,0.01,0.13
9469,"The Oregon Trail","3DS","2011","Simulation","Crave Entertainment",0.12,0,0,0.01,0.13
9472,"Lovely Lisa and Friends","DS","2010","Simulation","Tomy Corporation",0.12,0,0,0.01,0.13
9478,"Grand Knights History","PSP","2011","Role-Playing","Marvelous Interactive",0,0,0.13,0,0.13
9479,"Harvest Moon DS (jp sales)","DS","2005","Simulation","Rising Star Games",0,0,0.13,0,0.13
9480,"Summon Night: Twin Age","DS","2007","Role-Playing","Banpresto",0.07,0,0.05,0.01,0.13
9491,"TRON: Evolution","PSP","2010","Action","Disney Interactive Studios",0.09,0.02,0,0.02,0.13
9493,"Barbie and the Three Musketeers","DS","2009","Adventure","Activision",0.12,0,0,0.01,0.13
9494,"Secret Agent Clank","PSP","2008","Platform","Sony Computer Entertainment",0.04,0.03,0.04,0.02,0.13
9496,"DreamWorks Super Star Kartz","DS","2011","Racing","Activision",0.09,0.03,0,0.01,0.13
9499,"Smart Boy's Gameroom","DS","2007","Misc","505 Games",0.12,0,0,0.01,0.13
9504,"MLB 13: The Show","PSV","2013","Sports","Sony Computer Entertainment",0.11,0,0,0.02,0.13
9506,"Digimon Racing","GBA","2004","Racing","Namco Bandai Games",0.09,0.03,0,0,0.13
9511,"Iridion II","GBA","2003","Shooter","Vivendi Games",0.09,0.03,0,0,0.13
9516,"BlazBlue: Continuum Shift II","PSP","2011","Fighting","PQube",0.03,0.02,0.07,0.01,0.13
9521,"Spider-Man: Battle for New York","DS","2006","Platform","Activision",0.12,0,0,0.01,0.13
9522,"Imagine: Fashion Designer","3DS","2011","Simulation","Ubisoft",0.1,0.02,0,0.01,0.13
9523,"Pop'n Music Portable","PSP","2010","Misc","Konami Digital Entertainment",0,0,0.13,0,0.13
9527,"The Price is Right 2010 Edition","DS","2009","Misc","Ubisoft",0.12,0,0,0.01,0.13
9530,"Walt Disney Pictures Presents: The Wild","GBA","2006","Platform","Disney Interactive Studios",0.09,0.03,0,0,0.13
9531,"Puzzle de Harvest Moon","DS","2007","Puzzle","Natsume",0.12,0,0,0.01,0.13
9534,"Metal Max 3","DS","2010","Role-Playing","Enterbrain",0,0,0.13,0,0.13
9536,"Puyo Puyo!! 20th Anniversary","3DS","2011","Puzzle","Sega",0,0,0.13,0,0.13
9542,"Green Lantern: Rise of the Manhunters","3DS","2011","Action","Warner Bros. Interactive Entertainment",0.09,0.03,0,0.01,0.13
9544,"7 Wonders of the Ancient World","DS","2007","Puzzle","Funsta",0.1,0.01,0,0.01,0.13
9545,"Backyard Baseball '09","DS","2008","Sports","Atari",0.12,0,0,0.01,0.13
9546,"Puppies 3D","3DS","2011","Misc","Ubisoft",0.08,0.04,0,0.01,0.13
9550,"Ty the Tasmanian Tiger 2: Bush Rescue","GBA","2004","Platform","Electronic Arts",0.09,0.03,0,0,0.13
9555,"Transformers: War for Cybertron -- Decepticons","DS","2010","Action","Activision",0.11,0.01,0,0.01,0.13
9561,"Space Bust-A-Move","DS","2008","Puzzle","Square Enix",0.1,0.02,0,0.01,0.13
9565,"Tamagotchi no Pichi Pichi Omisecchi","DS","2010","Action","Namco Bandai Games",0,0,0.13,0,0.13
9569,"Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video","GBA","2004","Misc","Nintendo",0.09,0.03,0,0,0.13
9574,"Need for Speed: ProStreet","DS","2007","Racing","Electronic Arts",0.11,0.01,0,0.01,0.13
9583,"Assassination Classroom: Grand Siege on Kuro-sensei","3DS","2015","Action","Namco Bandai Games",0,0,0.13,0,0.13
9590,"Derby Stallion Advance","GBA","2002","Sports","Enterbrain",0,0,0.12,0,0.13
9594,"Thor: God of Thunder","DS","2011","Action","Sega",0.09,0.03,0,0.01,0.13
9597,"Snood","GBA","2001","Puzzle","Destination Software, Inc",0.09,0.03,0,0,0.13
9599,"Avatar: The Last Airbender - Into the Inferno","DS","2008","Adventure","THQ",0.11,0.01,0,0.01,0.13
9611,"Kelly Slater's Pro Surfer","GBA","2002","Sports","Activision",0.09,0.03,0,0,0.13
9615,"Impossible Mission","DS","2007","Platform","System 3 Arcade Software",0.12,0,0,0.01,0.13
9617,"Cabela's Dangerous Hunts 2011","DS","2010","Sports","Activision",0.12,0,0,0.01,0.13
9618,"Garfield's Fun Fest","DS","2008","Platform","Zoo Digital Publishing",0.07,0.04,0,0.01,0.13
9619,"7th Dragon 2020-II","PSP","2013","Role-Playing","Sega",0,0,0.13,0,0.13
9624,"Zenses: Ocean","DS","2008","Puzzle","Game Factory",0.11,0.01,0,0.01,0.13
9626,"Teenage Mutant Ninja Turtles: Arcade Attack","DS","2009","Action","Ubisoft",0.12,0,0,0.01,0.13
9628,"Left Brain Right Brain 2","DS","2008","Misc","Majesco Entertainment",0.12,0,0,0.01,0.13
9629,"Dynasty Warriors: Gundam Reborn","PSV","2013","Action","Namco Bandai Games",0,0,0.13,0,0.13
9631,"Little Battlers eXperience: Wars","3DS","2013","Strategy","Level 5",0,0,0.13,0,0.13
9634,"Aikatsu! 365 Idol Days","3DS","2014","Adventure","Namco Bandai Games",0,0,0.13,0,0.13
9635,"Petz Puppyz & Kittenz","DS","2011","Misc","Ubisoft",0.12,0,0,0.01,0.13
9639,"Operation Abyss: New Tokyo Legacy","PSV","2014","Role-Playing","Nippon Ichi Software",0.04,0.01,0.06,0.02,0.13
9643,"Dragon Ball: Origins","DS","2008","Action","Atari",0.09,0.03,0,0.01,0.13
9644,"Last Ranker","PSP","2010","Role-Playing","Capcom",0,0,0.13,0,0.13
9650,"Power Pro Kun Pocket 13","DS","2010","Sports","Konami Digital Entertainment",0,0,0.13,0,0.13
9653,"Adventures to Go!","PSP","2008","Role-Playing","Zushi Games",0.1,0,0.01,0.01,0.13
9659,"Horse Life","DS","2007","Simulation","Game Life",0.09,0.02,0,0.01,0.13
9660,"Monster Truck Madness","GBA","2003","Racing","THQ",0.09,0.03,0,0,0.12
9662,"Puella Magi Madoka Magica Portable","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12
9667,"Disney's Atlantis: The Lost Empire","GBA","2001","Platform","THQ",0.09,0.03,0,0,0.12
9669,"Charm Girls Club: My Fashion Mall","DS","N/A","Simulation","Unknown",0.12,0,0,0.01,0.12
9680,"Diner Dash: Sizzle & Serve","PSP","2007","Puzzle","Eidos Interactive",0.11,0,0,0.01,0.12
9685,"Kidou Senshi Gundam Seed Battle Destiny","PSV","2012","Action","Namco Bandai Games",0,0,0.12,0,0.12
9686,"Godzilla Unleashed: Double Smash","DS","2007","Action","Atari",0.11,0,0,0.01,0.12
9688,"Kilari: Na-san, Mon Meilleur Ami","DS","2006","Simulation","Konami Digital Entertainment",0,0,0.12,0,0.12
9690,"Ochaken no Heya DS","DS","2006","Simulation","MTO",0,0,0.12,0,0.12
9692,"Galidor: Defenders of the Outer Dimension","GBA","2002","Action","Electronic Arts",0.09,0.03,0,0,0.12
9698,"Gundam Battle Royale","PSP","2006","Action","Namco Bandai Games",0,0,0.12,0,0.12
9706,"One Piece: Pirate Warriors 2","PSV","2013","Action","Namco Bandai Games",0,0,0.12,0,0.12
9707,"NHL 2002","GBA","2002","Sports","Electronic Arts",0.09,0.03,0,0,0.12
